Street Name,Record Count,Years,Amendment,Notes
Scott Close,13,1950,,
Screw Packet Road,34,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SCREW PACKET Road,17,1936,Screw Packet Road,Auto-casing match
Seamoor Terrace,13,1933,,
Sepentine Road,9,1914,,
Serpentine Road,80,1897; 1905; 1933; 1938; 1946; 1950,,
SERPENTINE ROAD,25,1927; 1936,Serpentine Road,Auto-casing match
Severn Terrace,51,1876; 1886; 1905; 1914; 1933; 1938; 1946; 1950,,
SEVERN TERRACE,6,1936,Severn Terrace,Auto-casing match
SEVERN TERRACE. D 5,7,1927,,
Severn View,8,1914,,
SEVERN VIEW,8,1936,Severn View,Auto-casing match
Severn View (Late The Rookery),10,1933,,
SEVERN VIEW. D 5,10,1927,,
SHAFTESBURY ST. C 4,5,1927,,
Shaftesbury Street,1125,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SHAFTESBURY Street,200,1936,Shaftesbury Street,Auto-casing match
Shakespeare Crescent,47,1950,,
Shaw Grove,7,1950,,
Shelley Road,19,1933; 1938; 1946; 1950,,
SHIFNAL STREET,2,1927,,
Ship Lane,2,1886,,
Sidbury Terrace,1,1933,,
SIDBURY TERRACE,21,1927,Sidbury Terrace,Auto-casing match
Sidney Street,45,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SIDNEY STREET,14,1927,Sidney Street,Auto-casing match
Sims Square,12,1950,,
Skinner Lane,3,1938; 1946; 1950,,
Skinner Street,269,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SKINNER STREET,12,1927,Skinner Street,Auto-casing match
Skinner Street Chambers,1,1933,,
Skinners Row,4,1933,,
Slade Street,63,1905; 1914; 1933; 1938; 1946; 1950,,
SLADE STREET,10,1936,Slade Street,Auto-casing match
Slipway Cottages,79,1905; 1914; 1933; 1938; 1946; 1950,,
SLIPWAY COTTAGES,12,1936,Slipway Cottages,Auto-casing match
SLIPWAY COTTAGES. H 4,42,1927,,
SOHO STREET. C 3,57,1927,,
Somerset Road,561,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SOMERSET ROAD,271,1927; 1936,Somerset Road,Auto-casing match
SOMERTON,82,1927,,
Somerton Crescent,33,1933; 1938; 1946; 1950,,
SOMERTON CRESCENT,9,1936,Somerton Crescent,Auto-casing match
SOMERTON CRESENT,17,1927,,
SOMERTON GARDENS ESTATE,8,1927,,
Somerton Lane,8,1933,,
Somerton Place,25,1933; 1950,,
Somerton Road,745,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SOMERTON ROAD,281,1927; 1936,Somerton Road,Auto-casing match
South Market Street,403,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SOUTH MARKET Street,51,1936,South Market Street,Auto-casing match
South Quay Flats,10,1933,,
Southville Road,62,1914; 1933; 1938; 1946; 1950,,
SOUTHVILLE ROAD,14,1936,Southville Road,Auto-casing match
SOUTHVILLE ROAD. C 6,13,1927,,
Speedwell Street,31,1876; 1886; 1897,,
Speke Street,49,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SPEKE STREET,19,1927; 1936,Speke Street,Auto-casing match
Spencer Road,26,1905; 1914; 1933; 1938; 1946; 1950,,
SPENCER ROAD,8,1927; 1936,Spencer Road,Auto-casing match
SPRING,13,1927,,
Spring Gardens,20,1897; 1905; 1938; 1946,,
SPRING GARDENS,5,1927; 1936,Spring Gardens,Auto-casing match
SPRING GARDENS INSTITUTE,15,1927,,
Spring Street,71,1886; 1905; 1914; 1933; 1938; 1946; 1950,,
SPRING STREET,21,1927; 1936,Spring Street,Auto-casing match
Spytty Lane,40,1933; 1938; 1946; 1950,,
SPYTTY LANE,39,1927; 1936,Spytty Lane,Auto-casing match
St. Anne's Crescent,6,1946; 1950,,
St. Bride's Crescent,73,1936; 1938; 1946; 1950,,
St. Edward Street,920,1876; 1878; 1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950,,
St. John's Road,397,1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950,,
St. Julian Street,404,1886; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950,,
St. Julian's Avenue,331,1905; 1914; 1927; 1933; 1938; 1946; 1950,,
St. Julian's Road,548,1933; 1938; 1946; 1950,,
St. JULIAN's ROAD,280,1936,St. Julian's Road,Auto-casing match
St. JULIAN’S PARK,100,1927,,
St. JULIAN’S ROAD,23,1927,,
St. LIST,26,1878,,
St. Mark's Crescent,324,1914; 1927; 1933; 1936; 1938; 1946; 1950,,
St. Mary Street,715,1876; 1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950,,
St. Michael Street,358,1897; 1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950,,
St. Stephen's Road,165,1905; 1914; 1927; 1933; 1936; 1938; 1946; 1950,,
St. Vincent's Road,269,1905; 1914; 1933; 1936; 1938; 1946; 1950,,
St. Woollos Road,27,1876,,
St. Woolos Place,132,1886; 1897; 1905; 1914; 1933; 1936; 1938; 1946; 1950,,
St. Woolos Road,252,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
St. WOOLOS ROAD,37,1936,St. Woolos Road,Auto-casing match
Stafford Road,257,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
STAFFORD ROAD,92,1927; 1936,Stafford Road,Auto-casing match
Stanley Road,40,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
STANLEY ROAD,10,1936,Stanley Road,Auto-casing match
Star Buildings,2,1933,,
Station Approach,29,1938; 1946,,
Station Chambers,4,1933,,
Station Street,124,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
STATION STREET,37,1927; 1936,Station Street,Auto-casing match
Station Yard,3,1876,,
STEAM PACKET CHAM,1,1927,,
Steam Packet Chambers,2,1905; 1938,,
Stelvio Park Avenue,69,1938; 1946; 1950,,
Stelvio Park Crescent,14,1950,,
Stelvio Park Drive,169,1938; 1946; 1950,,
Stephenson Street,1,1950,,
STO,2,1878,,
Stockton Road,618,1914; 1933; 1938; 1946; 1950,,
STOCKTON ROAD,124,1927; 1936,Stockton Road,Auto-casing match
Stow Chambers,3,1905; 1938; 1946,,
Stow Hill,1480,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
STOW HILL,279,1927; 1936,Stow Hill,Auto-casing match
STOW HILL BAPTIST CHURCH,4,1927,,
Stow Hill's Hill (Now Bishopstow),1,1933,,
Stow Park,37,1876,,
Stow Park Avenue,221,1905; 1933; 1938; 1946; 1950,,
STOW PARK AVENUE,58,1936,Stow Park Avenue,Auto-casing match
STOW PARK AVENUE D 6,16,1927,,
Stow Park Avenuenue,43,1914,,
Stow Park Circle,88,1938; 1946; 1950,,
STOW PARK CIRCLE,39,1936,Stow Park Circle,Auto-casing match
Stow Park Circus,75,1897; 1905; 1914,,
Stow Park Crescent,118,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
STOW PARK CRESCENT,33,1927; 1936,Stow Park Crescent,Auto-casing match
Stow Park Gardens,34,1905; 1933; 1938; 1946,,
STOW PARK GARDENS,1,1927,Stow Park Gardens,Auto-casing match
Stow Park Road,38,1897,,
Stow Park Terrace,7,1933,,
Stow Passage,32,1897; 1905; 1914; 1933,,
Summer Hill Road,33,1897,,
Summer Hill Villas,12,1876; 1933,,
SUMMER HILL VILLAS,9,1927,Summer Hill Villas,Auto-casing match
Summerhill Avenue,329,1905; 1914; 1933; 1938; 1946; 1950,,
SUMMERHILL AVENUE,57,1936,Summerhill Avenue,Auto-casing match
SUMMERHILL AVENUE C 3,42,1927,,
Surrey Place,52,1933; 1938; 1946; 1950,,
SURREY PLACE,20,1936,Surrey Place,Auto-casing match
Sutton Road,577,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
SUTTON ROAD,132,1927; 1936,Sutton Road,Auto-casing match
Sycamore Avenue,356,1933; 1938; 1946; 1950,,
SYCAMORE AVENUE,106,1927; 1936,Sycamore Avenue,Auto-casing match
Talbot Lane,13,1905; 1933; 1938; 1946; 1950,,
TALBOT LANE,6,1927; 1936,Talbot Lane,Auto-casing match
TEM,2,1878,,
Temperance Cottages,32,1933,,
TEMPERANCE COTTAGES,12,1927,Temperance Cottages,Auto-casing match
TEMPERANCE HALL,7,1927,,
Temple Street,277,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
TEMPLE STREET,97,1878; 1927; 1936,Temple Street,Auto-casing match
Tennyson Road,338,1933; 1938; 1946; 1950,,
TENNYSON ROAD,107,1936,Tennyson Road,Auto-casing match
TERY,3,1927,,
The Arcade,14,1876,,
THE BARRACKS,2,1878,,
THE BARRACKS—,71,1936,,
The Bridge,3,1876,,
The Camp,4,1933,,
The Docks,56,1876,,
THE NEWPORT STEAM LAUNDRY CO,41,1927,,
THE OLD CEMETERY-PLACE. WOOLOS-ROAD,8,1878,,
The Rookery,14,1897,,
The Town Dock,18,1914,,
The Wharfs,55,1897,,
Thomas Street,41,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
THOMAS STREET,19,1878; 1927; 1936,Thomas Street,Auto-casing match
Thompson Avenue,181,1946; 1950,,
Thompson Lane,24,1897; 1905; 1914; 1933,,
THOMPSON LANE,10,1927,Thompson Lane,Auto-casing match
TIST CHURCH,54,1927,,
Toomb's Court,1,1886,,
Town Hall Chambers,1,1905,,
TRANSPORTER BRIDGE,5,1927,,
Tre-Ap-Gwilym,33,1933,,
Treberth Estate,204,1946; 1950,,
Tredegar Chambers,4,1886; 1905; 1938; 1946,,
Tredegar Place,33,1876; 1905; 1933; 1938; 1946,,
TREDEGAR PLACE,19,1878,Tredegar Place,Auto-casing match
Tredegar Street,63,1876; 1886; 1897; 1914; 1933; 1938; 1946; 1950,,
TREDEGAR STREET,24,1878; 1927; 1936,Tredegar Street,Auto-casing match
Tregare Street,56,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
TREGARE STREET,26,1927; 1936,Tregare Street,Auto-casing match
Triley Street,10,1897,,
Trinity Place,108,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
TRINITY PLACE,36,1927; 1936,Trinity Place,Auto-casing match
TROSTON LANE,16,1936,,
Troston Road,74,1905; 1914; 1933; 1946,,
TROSTON ROAD,14,1927,Troston Road,Auto-casing match
Trostrey Street,99,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
TROSTREY STREET,32,1927; 1936,Trostrey Street,Auto-casing match
Trostron Road,31,1950,,
Tudor Road,138,1933; 1938; 1946; 1950,,
TUDOR ROAD,37,1936,Tudor Road,Auto-casing match
Tunnel Terrace,382,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
TUNNEL TERRACE,137,1878; 1927; 1936,Tunnel Terrace,Auto-casing match
Turner Street,80,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
TURNER STREET,41,1936,Turner Street,Auto-casing match
Tweedy Lane,1,1950,,
Tyllwyd Road,47,1914; 1933; 1938; 1946; 1950,,
TYLLWYD ROAD,15,1927; 1936,Tyllwyd Road,Auto-casing match
Union Lane,5,1897; 1905; 1914,,
UNION LANE,3,1927,Union Lane,Auto-casing match
Union Street,125,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
UNION STREET,47,1878; 1927; 1936,Union Street,Auto-casing match
UNITED METHODIST CHURCH,1,1927,,
UPP,151,1878,,
Upper Alma Street,4,1876,,
UPPER ALMA STREET,27,1878,Upper Alma Street,Auto-casing match
Upper Durham Road,1,1905,,
Upper Lewis Street,7,1876,,
Upper Merchant Street,7,1876,,
Upper Raglan Street,10,1876,,
Upton Place,17,1876; 1905; 1933; 1938; 1946,,
UPTON PLACE,14,1927,Upton Place,Auto-casing match
Upton Road,245,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
UPTON ROAD,68,1927; 1936,Upton Road,Auto-casing match
Usk Street,270,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
USK STREET,233,1927; 1936,Usk Street,Auto-casing match
Vanbrugh Gardens,7,1950,,
Vaughan Cottages,2,1876,,
Vaughan Terrace,6,1876; 1886,,
Vaughan Williams Drive,40,1950,,
VIC,19,1878,,
Vicarage Hill,46,1933; 1938; 1946; 1950,,
VICARAGE HILL,10,1927,Vicarage Hill,Auto-casing match
Victoria Avenue,901,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
VICTORIA AVENUE,81,1927,Victoria Avenue,Auto-casing match
Victoria Chambers,3,1905; 1938; 1946,,
Victoria Crescent,244,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
VICTORIA CRESCENT,57,1927; 1936,Victoria Crescent,Auto-casing match
Victoria Lane,26,1905; 1914; 1938; 1946; 1950,,
VICTORIA LANE,9,1927; 1936,Victoria Lane,Auto-casing match
Victoria Lane (Church Path),5,1933,,
Victoria Place,211,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
VICTORIA PLACE,66,1878; 1927; 1936,Victoria Place,Auto-casing match
Victoria Road,5,1876; 1886; 1905; 1938; 1946,,
VICTORIA ROAD,3,1878,Victoria Road,Auto-casing match
Victoria Square,79,1886; 1905; 1914; 1933; 1938; 1946; 1950,,
VICTORIA SQUARE,12,1927; 1936,Victoria Square,Auto-casing match
Vine Place,36,1905; 1914; 1933; 1938; 1946; 1950,,
VINE PLACE,14,1927; 1936,Vine Place,Auto-casing match
Vivian Road,385,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
VIVIAN ROAD,138,1927; 1936,Vivian Road,Auto-casing match
Walford Davies Drive,35,1950,,
Walford Street,380,1905; 1914; 1933; 1938; 1946; 1950,,
WALFORD STREET,131,1927; 1936,Walford Street,Auto-casing match
Wallis Street,107,1905; 1914; 1933; 1938; 1946; 1950,,
WALLIS STREET,27,1927; 1936,Wallis Street,Auto-casing match
Walmer Road,237,1905; 1914; 1933; 1938; 1946; 1950,,
WALMER ROAD,106,1927; 1936,Walmer Road,Auto-casing match
Walsall Street,331,1905; 1914; 1933; 1938; 1946; 1950,,
WALSALL STREET,114,1936,Walsall Street,Auto-casing match
WALSALL STREET. E 3,63,1927,,
Warwick Road,155,1914; 1933; 1938; 1946; 1950,,
WARWICK ROAD,35,1927,Warwick Road,Auto-casing match
WATCHHOUSE PAR,11,1927,,
Watchhouse Parade,187,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WATCHHOUSE PARADE,33,1878,Watchhouse Parade,Auto-casing match
Water's Lane,2,1933,,
Waterloo Gardens,13,1933,,
Waterloo Road,267,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WATERLOO ROAD,103,1878; 1927; 1936,Waterloo Road,Auto-casing match
Waterloo Wharf,1,1933,,
Waters Cottages,6,1933,,
Waters Lane,19,1897; 1905; 1914; 1938; 1946; 1950,,
WATERS LANE,6,1936,Waters Lane,Auto-casing match
Waters' Lane,2,1886,,
WATERS' LANE,3,1878,Waters' Lane,Auto-casing match
Wedlock's Court,2,1886,,
Wednesbury Street,57,1905; 1914; 1933; 1938; 1946; 1950,,
WEDNESBURY Street,24,1927; 1936,Wednesbury Street,Auto-casing match
Wells Close,13,1950,,
Wesley Buildings,4,1933,,
Wesley Chambers,10,1905; 1933; 1938; 1946,,
Wesley Place,18,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WESLEY PLACE,9,1927; 1936,Wesley Place,Auto-casing match
WESLEYAN METH. CHURCH,89,1927,,
WESLEYAN METHODIST CHAPEL,12,1927,,
WESLEYAN METHODIST MISSION HALL,17,1927,,
West End Buildings,1,1933,,
WEST GAER ROAD,12,1936,,
West Market Street,59,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,WEST MARKET Street,Auto-casing match
WEST MARKET STREET,18,1878,WEST MARKET Street,Auto-casing match
WEST MARKET Street,65,1927; 1936,,
West Park,3,1905; 1938; 1946,,
West Park Road,208,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WEST PARK ROAD,41,1927,West Park Road,Auto-casing match
West Street,356,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WEST STREET,44,1878; 1927; 1936,West Street,Auto-casing match
WEST-STREET,1,1927,,
Western Avenue,198,1938; 1946; 1950,,
WESTERN AVENUE,80,1936,Western Avenue,Auto-casing match
WESTERN MAIL CHAMBERS,4,1927,,
WESTFIELD,1,1927,,
Westfield Avenue,96,1938; 1946; 1950,,
Westfield Road,125,1914; 1938; 1946,,
WESTFIELD ROAD,61,1927; 1936,Westfield Road,Auto-casing match
Westfield Road (Clytha Park),23,1933; 1950,,
Westfield Road (Malpas),32,1950,,
Westfield Road - Malpas,32,1938,,
Westgate Buildings,4,1933,,
Westgate Chambers,5,1886; 1905; 1938; 1946,,
Westminster Bank Chambers,2,1938; 1946,,
Westville Road,24,1933; 1938; 1946; 1950,,
WESTVILLE ROAD,109,1927; 1936,Westville Road,Auto-casing match
WHA,46,1878,,
Wharf Road,577,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WHARF ROAD,132,1927; 1936,Wharf Road,Auto-casing match
Wharfs (The),43,1914,,
Wharves (The) &C,88,1905,,
Wheeler Street,247,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WHEELER STREET,95,1927; 1936,Wheeler Street,Auto-casing match
Whitby Place,38,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WHITBY PLACE,16,1927; 1936,Whitby Place,Auto-casing match
White Lion Court,6,1933,,
WHITE LION COURT,6,1927,White Lion Court,Auto-casing match
Whitstone Road,257,1905; 1914; 1933; 1938; 1946; 1950,,
WHITSTONE ROAD,186,1927; 1936,Whitstone Road,Auto-casing match
Williams Street,691,1876; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WILLIAMS STREET,126,1936,Williams Street,Auto-casing match
Wilson Street,106,1905; 1914; 1933; 1938; 1946; 1950,,
WILSON STREET,40,1927,Wilson Street,Auto-casing match
WIN,43,1878,,
Winchester Chambers,1,1933,,
WINCHESTER CHAMBERS—,8,1927,,
Windsor Hoad,51,1938,,
Windsor Road,224,1905; 1914; 1933; 1946; 1950,,
WINDSOR ROAD,99,1927; 1936,Windsor Road,Auto-casing match
Windsor Terrace,164,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WINDSOR TERRACE,39,1878; 1927; 1936,Windsor Terrace,Auto-casing match
Wingate Street,141,1905; 1914; 1933; 1938; 1946; 1950,,
WINGATE STREET,62,1927; 1936,Wingate Street,Auto-casing match
Winmill Street,52,1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WINMILL STREET,23,1878; 1927; 1936,Winmill Street,Auto-casing match
Witham Street,411,1905; 1914; 1933; 1938; 1946; 1950,,
WITHAM STREET,156,1927; 1936,Witham Street,Auto-casing match
Withey Bed,16,1905; 1914; 1938; 1946,,
WITHEY BED,12,1927; 1936,Withey Bed,Auto-casing match
Withy Bed,4,1950,,
Wolseley Street,321,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WOLSELEY STREET,101,1878; 1927; 1936,Wolseley Street,Auto-casing match
WOODLAND AVENUE,67,1936,,
Woodland Park,19,1886; 1897; 1905,,
Woodland Park Road,165,1914; 1933; 1938; 1946; 1950,,
WOODLAND PARK ROAD,74,1927; 1936,Woodland Park Road,Auto-casing match
Woodland Road,325,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WOODLAND ROAD,20,1927,Woodland Road,Auto-casing match
WOODLAND STREET DIRECTORY,33,1927,,
Woodlands Drive,19,1938; 1946; 1950,,
Woodville Road,121,1933; 1938; 1946; 1950,,
WOODVILLE ROAD,82,1927; 1936,Woodville Road,Auto-casing match
Worcester Crescent,23,1946; 1950,,
WORDEN ROAD,86,1936,,
Wordsworth Road,8,1946; 1950,,
Wrington Terrace,24,1933,,
Wyastone Flats,3,1933,,
Wyeverne Road,55,1938; 1946; 1950,,
WYEVERNE ROAD,20,1936,Wyeverne Road,Auto-casing match
Wyndham Street,36,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
WYNDHAM STREET,16,1878; 1927; 1936,Wyndham Street,Auto-casing match
Wyndham Terrace,1,1886,,
WYNDHAM TERRACE,27,1878,Wyndham Terrace,Auto-casing match
WYVERNE ROAD,18,1927,,
YOR,32,1878,,
York Place,482,1876; 1886; 1897; 1905; 1914; 1933; 1938; 1946; 1950,,
YORK PLACE,97,1878; 1927; 1936,York Place,Auto-casing match
York Road,90,1897; 1905; 1914; 1933; 1938; 1946; 1950,,
YORK ROAD,28,1927; 1936,York Road,Auto-casing match
— FRIARS CHAMBERS,1,1936,,
— GAER FACH,7,1936,,
— ALTERYN,2,1936,,
— CAMBRIA COTTAGES,56,1936,,
— CANAL BANK,12,1936,,
— GAER FACH,7,1936,,
— POTTERY TERRACE,11,1936,,
— PROVIDENCE PLACE,6,1936,,
